id	interest_name	facebook_page	facebook_id	url	category	topic	political_bias
12548	"Navegantes del Magallanes - Sitio Oficial"	"Navegantes del Magallanes - Sitio Oficial"	159026348925	http://www.magallanesbbc.com.ve/	Sports Team	Sports and outdoors	-0.8544
12549	"Chevalmag"	"Chevalmag"	193507532967	http://www.chevalmag.com	Magazine	News and entertainment	-0.5000
12550	"Sunday Mirror"	""	-	-	Newspaper	News and entertainment	-0.3491
12551	"Khatron Ke Khiladi"	"Khatron Ke Khiladi"	201081473269200	http://colors.in.com/in/khatronkekhiladi/	TV Show	News and entertainment	-0.9856
12552	"Pensar Positivo"	"Pensar Positivo"	147166898632643	www.pensarpositivo.pt	Entertainment Website	News and entertainment	-0.7190
12553	"HC Dinamo Minsk"	"HC Dinamo Minsk"	1615579302005481	http://hcdinamo.by/	Sports Team	Sports and outdoors	-0.3250
12554	"Dirtgirlworld"	"dirtgirlworld"	116782107874	http://www.dirtgirlworld.com	TV Show	News and entertainment	0.1622
12555	"TOLOnews"	"TOLOnews"	187202271320522	www.TOLOnews.com	TV Channel	Business and industry	-0.9532
12556	"Walsall F.C."	""	-	-	Sports Team	Sports and outdoors	-1.3303
12557	"KDWB-FM"	""	-	-	Broadcasting & Media Production Company	News and entertainment	-0.1351
12558	"The Farmacy"	"The Farmacy"	482134055140366	http://REALfarmacy.com	Media/News Company	News and entertainment	0.1538
12559	"Domus (magazine)"	""	-	-	Magazine	News and entertainment	-1.0062
12560	"The Sopranos"	"The Sopranos"	301274037739	http://www.hbo.com/the-sopranos	TV Show	News and entertainment	-0.2052
12561	"Al-Mustaqbal (newspaper)"	""	-	-	Newspaper	News and entertainment	-0.8857
12562	"Japan Today"	"Japan Today"	206382352722433	https://japantoday.com	Newspaper	News and entertainment	-0.6416
12563	"M80 R\u00e1dio - Portugal"	"M80 R\u00e1dio - Portugal"	106831936031813	http://m80.iol.pt	Radio Station	News and entertainment	-0.6636
12564	"Madea's Class Reunion"	""	-	-	TV Show	News and entertainment	-1.3936
12565	"Sactown Magazine"	"Sactown Magazine"	104719876236390	http://www.SactownMag.com	Magazine	News and entertainment	-0.6262
12566	"Beard Life"	"Beard Life"	393975680275	http://www.beardlife.net	Entertainment Website	News and entertainment	0.3129
12567	"98.8 KISS FM Berlin"	""	-	-	Radio Station	Hobbies and activities	-0.8000
12568	"Bonner SC"	"Bonner Sc"	126903744610692	-	Sports Team	Sports and outdoors	-0.6070
12569	"Gmail"	"Gmail"	5654204293	http://gmail.com	Website	Business and industry	-0.2774
12570	"Thought Catalog"	"Thought Catalog"	166652001866	https://thoughtcatalog.com/	Website	Business and industry	-0.3100
12571	"The Big Reunion"	""	-	-	TV Show	News and entertainment	0.0000
12572	"AVS - Asian Variety Show"	"AVS - Asian Variety Show"	65355690922	http://www.avstv.com/	TV Show	News and entertainment	-1.1343
12573	"San Diego Chargers"	""	-	-	Sports Team	Sports and outdoors	0.0094
12574	"Top Design"	""	-	-	TV Show	News and entertainment	-0.6074
12575	"KK Cibona"	"KK Cibona"	447982775261942	-	Sports Team	Sports and outdoors	-0.1499
12576	"High Plains Journal"	"High Plains Journal"	57657504589	www.hpj.com	-	News and entertainment	1.6887
12577	"The Island Packet"	"The Island Packet"	18566712946	www.islandpacket.com	Newspaper	News and entertainment	0.5963
12578	"Democratic Voice of Burma"	"Democratic Voice of Burma"	123222101107	www.dvb.no/english	Radio Station	Hobbies and activities	-0.5544
12579	"Nurse Jackie"	"Nurse Jackie"	73064394772	http://www.sho.com/nursejackie	TV Show	News and entertainment	-0.4038
12580	"Sadistic.pl"	"Sadistic.pl"	173960116638	Sadistic.pl	Entertainment Website	News and entertainment	-0.7609
12581	"Philadelphia 76ers"	"Philadelphia 76ers"	52974817515	http://www.sixers.com	Sports Team	Sports and outdoors	-0.6975
12582	"KWCH 12 Eyewitness News"	"KWCH 12 Eyewitness News"	175112542420	www.KWCH.com	Broadcasting & Media Production Company	News and entertainment	0.6351
12583	"Club Deportivo \u00c1rabe Unido"	""	-	-	Sports Team	Sports and outdoors	-0.6364
12584	"KRCL"	""	-	-	Radio Station	News and entertainment	-0.8065
12585	"Robin of Sherwood"	"Robin of Sherwood"	18252565762	http://imdb.com/title/tt0086791/	TV Show	News and entertainment	-0.2412
12586	"Rutgers Scarlet Knights football"	""	-	-	Sports Team	Sports and outdoors	-0.4211
12587	"Rock Hard France"	"Rock Hard France"	111584388873476	http://twitter.com/rockhardfr	Magazine	News and entertainment	-0.3333
12588	"Story (magazine)"	""	-	-	Magazine	News and entertainment	-0.6207
12589	"Noticias Uno"	""	-	-	TV Show	News and entertainment	-1.0870
12590	"Star Trek"	"Star Trek"	122908054392375	www.StarTrek.com	TV Show	News and entertainment	-0.0566
12591	"Daily Mirror"	"Daily Mirror"	6149699161	http://www.mirror.co.uk	Newspaper	News and entertainment	-0.2466
12592	"The Times"	""	-	-	-	News and entertainment	-0.1366
12593	"Infopresse"	"Infopresse"	77711207066	http://www.infopresse.com	Publisher	People	-1.2917
12594	"Liverpool Thailand Fanclub FC [LTF. Football Club]"	"Liverpool Thailand Fanclub FC [LTF. Football Club]"	118265851610459	www.liverpoolthailand.com	Sports Team	Sports and outdoors	-0.8067
12595	"Homs"	""	-	-	Arts & Entertainment	Travel, places and events	-0.5652
12596	"WPGC 95.5"	"WPGC 95.5"	77349087022	http://wpgc.cbslocal.com/	Broadcasting & Media Production Company	News and entertainment	-1.6413
12597	"Lib\u00e9ration"	"Lib\u00e9ration"	147126052393	www.liberation.fr	Newspaper	Business and industry	-1.4031
12598	"\u041c\u043e\u0441\u043a\u0432\u0430 24"	"\u041c\u043e\u0441\u043a\u0432\u0430 24"	316750461701966	http://tv.m24.ru/	TV Channel	News and entertainment	-0.5115
12599	"KEXP-FM"	""	-	-	Broadcasting & Media Production Company	News and entertainment	-1.4142
12600	"Le magazine de la sant\u00e9"	"Le magazine de la sant\u00e9"	309578829160263	http://www.allodocteurs.fr/	TV Show	-	-1.2701
12601	"The Phoblographer"	"The Phoblographer"	154227241262583	http://www.thephoblographer.com	News & Media Website	News and entertainment	-0.2755
12602	"97.1 HANK FM"	"97.1 HANK FM"	72252718781	http://www.hankfm.com	Broadcasting & Media Production Company	News and entertainment	0.7987
12603	"Celebrity Hollywood Gossip"	"Celebrity Hollywood Gossip"	239700189523912	http://CelebrityHollywoodGossip.com	Entertainment Website	News and entertainment	-0.7561
12604	"Noti7"	"Noti7"	111568212199245	http://www.chapintv.com/	Media/News Company	News and entertainment	-1.0041
12605	"UNESCO"	"UNESCO"	51626468389	http://en.unesco.org/	Community Organization	Business and industry	-0.7866
12606	"J. Cole Nation"	"J. Cole Nation"	168646419850109	http://www.soundspurple.com	News & Media Website	News and entertainment	-1.3436
12607	"The Oxford American magazine"	"The Oxford American magazine"	34562919186	http://www.oxfordamerican.org	Magazine	News and entertainment	-0.7982
12608	"FOX16 News"	"FOX16 News"	115084491845666	http://fox16.com	TV Channel	News and entertainment	0.1394
12609	"Curva Nord"	""	-	-	Sports Team	Sports and outdoors	-1.2000
12610	"Jane by Design"	"Jane By Design"	196264433742623	freeform.com/janebydesign	TV Show	News and entertainment	-0.4301
12611	"Radio B\u00edo-B\u00edo"	""	-	-	Media/News Company	News and entertainment	-0.7754
12612	"KK FMP"	"KK FMP"	127293800702497	http://www.kkfmp.rs	Sports Team	Sports and outdoors	-0.6639
12613	"How I Met Your Mother Deutschland"	"How I Met Your Mother Deutschland"	111187048923187	http://www.foxtv.de/how_i_met_your_mother.html	TV Show	News and entertainment	-0.3879
12614	"La Nouvelle Tribune"	"La Nouvelle Tribune"	147084112022235	http://www.lnt.ma/	Newspaper	-	-1.0824
12615	"Lowcard Mag"	"Lowcard Mag"	39076389978	http://lowcardmag.com/	Magazine	News and entertainment	-0.8307
12616	"GNK Dinamo Zagreb"	"GNK Dinamo Zagreb"	321479611366562	-	Sports Team	Sports and outdoors	-0.8585
12617	"CBC Sofra"	"CBC Sofra"	511544382237983	http://sofra.cbc-eg.com	TV Network	News and entertainment	-0.6149
12618	"ANC 24/7"	"ANC 24/7"	262155953790	http://news.abs-cbn.com/anc	Media/News Company	News and entertainment	-0.2886
12619	"LS1Tech"	"LS1Tech"	135242525195	http://www.ls1tech.com	Media/News Company	News and entertainment	0.7240
12620	"American Eagles"	"American Eagles"	350571231641177	-	Sports Team	Sports and outdoors	0.3737
12621	"Rawhide (TV series)"	""	-	-	TV Show	News and entertainment	0.9205
12622	"ABC Grandstand"	"ABC Grandstand"	137164775975	http://abc.net.au/grandstand	Media/News Company	News and entertainment	-0.3986
12623	"Orix Buffaloes"	"Orix Buffaloes"	1034250596634582	http://www.buffaloes.co.jp/	Sports Team	Sports and outdoors	-0.1505
12624	"Vogue Sposa"	"Vogue Sposa"	311727178903695	www.vogue.it/vogue-sposa	Magazine	News and entertainment	-0.6832
12625	"Cambridge News"	"Cambridge News"	61340303030	http://www.cambridge-news.co.uk	Newspaper	News and entertainment	0.4384
12626	"Canal de las Estrellas"	"Canal de las estrellas"	356649094516648	-	TV Channel	News and entertainment	-0.8757
12627	"Jamie's School Dinners"	""	-	-	TV Show	News and entertainment	0.0909
12628	"Snowboard Canada Magazine"	"Snowboard Canada Magazine"	84101973373	http://www.snowboardcanada.com	Magazine	News and entertainment	-0.2614
12629	"Iowa Cubs"	"Iowa Cubs"	176569322391723	www.iowacubs.com	Sports Team	Sports and outdoors	0.4282
12630	"Star Observer"	"Star Observer"	207915215905856	www.starobserver.com.au	Community Organization	Business and industry	0.1429
12631	"daily"	""	-	-	Website	News and entertainment	0.5550
12632	"Look (UK magazine)"	""	-	-	Magazine	News and entertainment	-0.5989
12633	"Rallye-Magazin"	"Rallye-Magazin"	68262729972	http://www.rallye-magazin.de	Media/News Company	News and entertainment	0.1466
12634	"Chicago Tribune"	"Chicago Tribune"	5953023255	chicagotribune.com	Newspaper	News and entertainment	-0.3595
12635	"Rizzoli"	"Rizzoli"	192141407570169	http://www.rizzoli.eu/	Publisher	People	-1.1860
12636	"Cruz Azul Hidalgo"	"Cruz Azul hidalgo"	209698779090223	-	Sports Team	Sports and outdoors	-0.9033
12637	"WDET-FM"	""	-	-	Radio Station	News and entertainment	-0.6317
12638	"WAD Magazine"	"WAD Magazine"	7653324463	http://www.wadmag.com	Magazine	News and entertainment	-1.5940
12639	"Santos Laguna"	"Santos laguna"	375926295885271	-	Sports Team	Sports and outdoors	-0.6039
12640	"955KLOS"	"955KLOS"	48039396303	http://www.955klos.com	Broadcasting & Media Production Company	News and entertainment	0.0659
12641	"Saraperos de Saltillo"	"Saraperos de Saltillo"	794865867200035	http://www.milb.com/index.jsp?sid=t502	Sports Team	Sports and outdoors	-0.4729
12642	"Manx Radio"	"Manx Radio"	134415609919708	www.manxradio.com	Radio Station	News and entertainment	0.3579
12643	"Penn State Nittany Lions football"	"Penn State Nittany Lions Football"	171085049649508	-	Sports Team	Sports and outdoors	0.3212
12644	"BBC Radio Devon"	"BBC Radio Devon"	178626058826639	http://www.bbc.co.uk/devon,	Radio Station	News and entertainment	-0.2333
12645	"The Nine Lives of Chloe King"	"The Nine Lives of Chloe King"	185434978144499	freeform.com/theninelivesofchloeking	TV Show	News and entertainment	-0.4171
12646	"Cosmopolitan Slovenija"	"Cosmopolitan Slovenija"	131402710210260	http://www.cosmopolitan.si	Entertainment Website	News and entertainment	-1.0000
12647	"samaa tv"	"Samaa TV"	203823349640145	http://www.samaa.tv	Media/News Company	-	-0.9237
12648	"Texas Music TV"	"Texas Music TV"	112522368774900	http://www.TexasMusicScene.com	TV Show	News and entertainment	1.3189
12649	"Eurogamer"	""	-	-	Website	Business and industry	-0.5449
12650	"SiriusXM Octane"	"SiriusXM Octane"	265059701952	www.siriusXM.com/octane	Radio Station	News and entertainment	0.4584
12651	"PS3Trophies.com"	"PS3Trophies.com"	232446812964	http://PS3Trophies.com	Entertainment Website	News and entertainment	-0.5605
12652	"Reggaetonline"	"Reggaetonline"	315207908577	www.reggaetonline.net	Entertainment Website	News and entertainment	-1.0277
12653	"Fly FM"	"Fly FM"	113190615384380	http://www.flyfm.co.uk	Radio Station	News and entertainment	0.0000
12654	"Elsabordemitierra"	"Elsabordemitierra"	104631309595721	http://www.elsabordemitierra.com	TV Show	News and entertainment	-0.8578
12655	"Avon Romance"	"Avon Romance"	12527349215	http://www.avonromance.com	Publisher	People	-0.0408
12656	"The Real Housewives of Vancouver"	"The Real Housewives of Vancouver"	288412404581826	http://episodetivi.co/	TV Show	News and entertainment	-0.0794
12657	"My Little Pony Tales"	"My Little Pony Tales"	530803306941501	https://soundcloud.com/mylittleponytales	TV Show	News and entertainment	0.5780
12658	"The Amazing World of Gumball"	"The Amazing World of Gumball"	142825982446439	www.theamazingworldofgumball.com	TV Show	News and entertainment	-0.7559
12659	"Caiga Quien Caiga"	"Caiga Quien Caiga"	145708592166136	www.facebook.com/caigaquiencaiga2011	TV Show	News and entertainment	-0.8335
12660	"Glassdoor"	"Glassdoor"	17433690754	https://www.glassdoor.com	Website	Business and industry	-0.4643
12661	"Look (American magazine)"	""	-	-	Magazine	News and entertainment	-0.3198
12662	"Vild med dans"	"Vild Med Dans"	112293386682	http://vmd.tv2.dk	TV Show	News and entertainment	-1.0000
12663	"The Huntsville Times"	"The Huntsville Times"	34090569142	http://www.al.com/huntsville,	News & Media Website	News and entertainment	0.8800
12664	"Jawhara FM"	"Jawhara FM"	166105103436041	http://www.jawharafm.net/	Radio Station	News and entertainment	-0.8781
12665	"Food Renegade"	"Food Renegade"	136268393083419	http://www.foodrenegade.com	Health & Wellness Website	Fitness and wellness	0.1578
12666	"The Stage"	"The Stage"	7383655823	http://www.thestage.co.uk/	Newspaper	-	0.0962
12667	"The Official SONiC 102.9 Page"	""	-	-	Radio Station	News and entertainment	0.2778
12668	"WeAreTeachers"	"WeAreTeachers"	93919173707	weareteachers.com	News & Media Website	News and entertainment	0.2087
12669	"BlackDoctor.org"	"BlackDoctor.org"	87057506193	http://BlackDoctor.org	Health & Wellness Website	Fitness and wellness	-1.5167
12670	"Tweakers.net"	""	-	-	Media/News Company	Business and industry	0.2099
12671	"Porto Editora"	"Porto Editora"	102948379742680	www.portoeditora.pt	Publisher	News and entertainment	-1.0625
12672	"Revista Cosas"	"Revista Cosas"	27448437213	http://www.cosas.com	Media/News Company	News and entertainment	-0.8422
12673	"Dubai Calendar"	"Dubai Calendar"	161091464028680	http://www.dubaicalendar.com	Website	Business and industry	-0.8512
12674	"Gladiators (original UK TV series)"	""	-	-	TV Show	News and entertainment	-0.5538
12675	"Will Travel For Vegan Food"	"Will Travel For Vegan Food"	109582002456677	http://wtfveganfood.com	Entertainment Website	Travel, places and events	-0.9263
12676	"The Washington Examiner"	""	-	-	News & Media Website	News and entertainment	1.2199
12677	"Selecci\u00f3n Chilena"	"Selecci\u00f3n Chilena"	1482786498603432	http://www.anfp.cl	Sports Team	-	-0.7466
12678	"Radio 24 (Italy)"	""	-	-	Radio Station	News and entertainment	-0.5566
12679	"Radio Live"	"Radio live"	1092942284165171	http://Www.vanildaBordieri.com.br	Radio Station	News and entertainment	-0.6313
12680	"uabc"	"UABC"	723987454312912	-	Arts & Entertainment	Education	-0.7996
12681	"FSV Frankfurt"	""	-	-	Sports Team	Sports and outdoors	-0.5947
12682	"Switzerland national under-21 football team"	""	-	-	Sports Team	Sports and outdoors	-0.8817
12683	"paok fc \u03c0\u03b1\u03b5 \u03c0\u03b1\u03bf\u03ba"	""	-	-	Sports Team	-	-0.6410
12684	"Team Sky"	"Team Sky"	194104484872	http://www.teamsky.com	Sports Team	Sports and outdoors	-0.3082
12685	"Catholic Online"	"Catholic Online"	495074195267	http://catholic.org	Media/News Company	News and entertainment	0.3508
12686	"Malawi Voice"	"Malawi Voice"	116562088361358	www.malawivoice.com	News & Media Website	News and entertainment	-0.9180
12687	"P\u00fablico (Spain)"	""	-	-	News & Media Website	News and entertainment	-0.7789
12688	"Keyboard (magazine)"	""	-	-	Magazine	News and entertainment	-0.3607
12689	"Niagara IceDogs"	""	-	-	Sports Team	Sports and outdoors	-0.1638
12690	"Beb\u00ea.com.br"	"Beb\u00ea.com.br"	167223653329641	https://bebe.abril.com.br/	Media	Business and industry	-0.6304
12691	"Boston Bruins"	"Boston Bruins"	23050834961	http://www.bostonbruins.com	Sports Team	Sports and outdoors	-0.2011
12692	"TFC Connect"	"TFC Connect"	140594069307519	http://tfc.tv/Show/Details/434/tfc-connect	TV Show	News and entertainment	-0.4242
12693	"Friendzone (MTV series)"	""	-	-	TV Show	News and entertainment	-0.0773
12694	"WWE NXT"	"WWE NXT"	111122042270702	http://www.wwe.com/shows/WWENXT	TV Show	News and entertainment	-0.1217
12695	"Cycling Weekly"	"Cycling Weekly"	59088097633	www.cyclingweekly.co.uk	Magazine	News and entertainment	-0.0667
12696	"Home Theater Review"	"Home Theater Review"	257247170028	http://HomeTheaterReview.com	Entertainment Website	News and entertainment	0.0472
12697	"Rolling Stone Italia"	"Rolling Stone Italia"	139311818722	http://www.rollingstone.it	Magazine	News and entertainment	-0.7958
12698	"iG"	"iG"	128293387213762	https://www.ig.com.br	Broadcasting & Media Production Company	News and entertainment	-0.6393
12699	"Soy502"	"Soy502"	531132203602321	http://www.soy502.com	Media/News Company	News and entertainment	-0.9497
12700	"Just For Laughs Gags | Juste Pour Rire Les Gags"	"Just For Laughs Gags | Juste Pour Rire Les Gags"	165551286891422	http://bit.ly/jflgagschannel	TV Show	News and entertainment	-0.1613
12701	"Dayton Daily News"	""	-	-	Media/News Company	Business and industry	0.2760
12702	"Radio Maryja"	"Radio Maryja"	604885152952803	-	Radio Station	News and entertainment	0.3333
12703	"PS- I made this..."	"PS- I made this..."	71732171142	http://www.psimadethis.com	Media/News Company	News and entertainment	-0.1655
12704	"Hockey Night in Canada"	"Hockey Night in Canada"	473970865963628	hockeynightincanada.ca	TV Show	News and entertainment	0.2267
12705	"Leyla ile Mecnun"	"Leyla ile Mecnun"	241143919242655	http://www.facebook.com/AbdullahSnmz	TV Show	News and entertainment	-1.1212
12706	"Siempre te amar\u00e9"	""	-	-	TV Show	News and entertainment	-0.8759
