id	interest_name	facebook_page	facebook_id	url	category	topic	political_bias
2645	"American Patriot"	"American Patriot"	123123377842466	http://freepatriot.org/	Media/News Company	News and entertainment	1.5825
2646	"Diario de Yucat\u00e1n"	"Diario de Yucat\u00e1n"	124133244300592	-	-	Travel, places and events	-0.8477
2647	"'90s on 9"	""	-	-	Radio Station	News and entertainment	0.1215
2648	"Lajme Flash"	"Lajme Flash"	129658410538904	http://gazetain.com/	Magazine	News and entertainment	-0.7353
2649	"Esquire (magazine)"	"Esquire (magazine)"	113563342064789	-	Magazine	News and entertainment	-0.4000
2650	"MojPosao"	"MojPosao"	123726393536	www.moj-posao.net	Website	-	-0.7895
2651	"WAAF (FM)"	""	-	-	Radio Station	News and entertainment	-0.1250
2652	"Taste of Country"	"Taste of Country"	173910492638623	http://tasteofcountry.com	News & Media Website	News and entertainment	0.7761
2653	"SC Bastia"	"Sc bastia"	145504665561585	-	Sports Team	Sports and outdoors	-1.1290
2654	"Digital Journal"	"Digital Journal"	67175109350	http://www.digitaljournal.com	Media/News Company	News and entertainment	-0.3957
2655	"WebProNews"	"WebProNews"	7727219941	http://WebProNews.com	News & Media Website	News and entertainment	-0.1210
2656	"The Big Gig"	"The Big Gig"	36689617251	-	TV Show	News and entertainment	-0.8401
2657	"El Mundo (Venezuela)"	""	-	-	Newspaper	News and entertainment	-0.8533
2658	"Quicken Loans Racing"	"Quicken Loans Racing"	169026583187780	-	Sports Team	Sports and outdoors	0.9624
2659	"Sound on Sound"	""	-	-	Magazine	News and entertainment	-1.0131
2660	"Magic (TV channel)"	""	-	-	TV Network	News and entertainment	-0.4318
2661	"Koori Radio"	"Koori Radio"	1001120043275476	-	Radio Station	News and entertainment	-2.0000
2662	"Pro Cycling"	"Pro Cycling"	11421921340	http://www.cyclingnews.com/	Magazine	News and entertainment	-0.0734
2663	"Pakistan International Airlines cricket team"	"Pakistan International Airlines cricket team"	902192569814153	-	Sports Team	Business and industry	-1.0299
2664	"Cool FM"	"Cool FM"	304330961065	http://www.coolfm.co.uk	Arts & Entertainment	News and entertainment	-0.2872
2665	"New York Giants"	"New York Giants"	286845273454	http://www.giants.com	Sports Team	Sports and outdoors	-0.4583
2666	"Daria"	"Daria"	7038313551	daria.mtv.com	TV Show	News and entertainment	-0.6773
2667	"MacMagazine"	"MacMagazine"	116374965694	https://macmagazine.com.br/	Computers & Internet Website	Technology	-0.8308
2668	"Don't Tell the Bride"	"Don't Tell The Bride"	417180071759067	http://www.renegadepictures.co.uk	TV Show	News and entertainment	-0.6000
2669	"World Nomads"	"World Nomads"	134141375993	http://bit.ly/2i4Hc5y	Website	-	-0.7018
2670	"Pittsburgh Pirates"	"Pittsburgh Pirates"	34024907930	www.pirates.com	Sports Team	Sports and outdoors	0.1522
2671	"The Witness (South African newspaper)"	""	-	-	Newspaper	News and entertainment	0.0343
2672	"CRHoy.com"	"crhoy.com"	265769886798719	http://www.crhoy.com/	Media/News Company	News and entertainment	-0.6073
2673	"Machinima"	"Machinima"	9193179986	youtube.com/machinima	Entertainment Website	Business and industry	-0.4502
2674	"The Atlantic Paranormal Society"	"The Atlantic Paranormal Society"	136908786486532	http://www.the-atlantic-paranormal-society.com	TV Show	Business and industry	0.2961
2675	"NewsNow"	"NewsNow"	101630656579733	http://www.NewsNow.co.uk/	Website	Business and industry	0.3395
2676	"MeetMe"	"MeetMe"	21931227129	-	Website	Business and industry	-0.1588
2677	"Dallas Observer"	"Dallas Observer"	22834124900	http://www.dallasobserver.com	Newspaper	News and entertainment	0.0000
2678	"NFL on CBS"	"NFL on CBS"	154220684664204	http://www.cbssports.com/nfl/video/nfl-on-cbs	TV Show	News and entertainment	0.0498
2679	"Drop Dead Diva"	"Drop Dead Diva"	93994186393	http://www.mylifetime.com/shows/drop-dead-diva	TV Show	News and entertainment	-0.2772
2680	"Scoop with Raya"	"Scoop with Raya"	126027354123534	www.mbc.net/scoopwithraya	TV Show	News and entertainment	-0.8358
2681	"Barbershop (TV series)"	""	-	-	TV Show	News and entertainment	-0.6962
2682	"SC Rasta Vechta"	""	-	-	Sports Team	Sports and outdoors	-0.9333
2683	"OQVestir"	"OQVestir"	119917481381213	http://www.oqvestir.com.br	Website	-	-0.7520
2684	"Flow Magazin"	"Flow Magazin"	1446184592275302	http://www.flow-magazin.de	Magazine	News and entertainment	-0.8136
2685	"Friends Club"	"FriEnds CluB"	864106793697791	-	Sports Team	Sports and outdoors	-0.0796
2686	"Pashto TV \u067e\u069a\u062a\u0648 \u062a\u0644\u0648\u06d0\u0632\u064a\u0648\u0646"	"Pashto TV \u067e\u069a\u062a\u0648 \u062a\u0644\u0648\u06d0\u0632\u064a\u0648\u0646"	408297412525972	http://www.pashtotv.tv	TV Channel	News and entertainment	-0.9281
2687	"Albania Team"	"Albania Team"	121068697969695	https://twitter.com/AlbaniaTeam1912	Sports Team	Sports and outdoors	-0.8011
2688	"Huisgenoot"	"Huisgenoot"	55609160221	http://www.huisgenoot.com	Magazine	News and entertainment	0.1885
2689	"Il Sole 24 Ore"	"Il Sole 24 ORE"	38812693516	www.ilsole24ore.com	Newspaper	News and entertainment	-0.5017
2690	"WBAB"	"Wbab"	830867307053469	-	Radio Station	News and entertainment	0.0725
2691	"Mix 101.1"	"Mix 101.1"	630493897038009	-	Arts & Entertainment	News and entertainment	-0.0092
2692	"Weather Underground (weather service)"	""	-	-	News & Media Website	Business and industry	0.1823
2693	"KS95 - St. Paul / Minneapolis"	"KS95 - St. Paul / Minneapolis"	50110098012	www.ks95.com	Radio Station	News and entertainment	0.0692
2694	"How to Rock"	"How To Rock"	135013013226358	http://learnhowtorock.alloyentertainment.com/category/tv/	TV Show	News and entertainment	-0.7906
2695	"KU Sports"	"KU Sports"	27946610441	http://www2.kusports.com/	Newspaper	News and entertainment	0.5377
2696	"Denver Nuggets"	"Denver Nuggets"	98534743609	www.nuggets.com	Sports Team	Sports and outdoors	-0.6904
2697	"NK Osijek"	"NK Osijek"	10390248851	http://www.nk-osijek.hr/	Sports Team	Sports and outdoors	-0.5526
2698	"Tony Stewart Racing"	"Tony Stewart Racing"	132320992736	http://tonystewartracing.com/	Sports Team	Sports and outdoors	1.1675
2699	"Iltalehti"	"Iltalehti"	237584782429	http://www.iltalehti.fi	Newspaper	News and entertainment	-0.4021
2700	"RKC Waalwijk"	"RKC Waalwijk"	150323078368254	www.rkcwaalwijk.nl	Sports Team	Sports and outdoors	-0.0409
2701	"Artesanato Passo a Passo J\u00e1"	"Artesanato Passo a Passo J\u00e1"	244810002210459	www.artesanatopassoapassoja.com.br	News & Media Website	News and entertainment	-0.5728
2702	"Backstrom (TV series)"	""	-	-	TV Show	News and entertainment	-0.0971
2703	"Question Time (TV series)"	""	-	-	TV Show	News and entertainment	-0.6977
2704	"Top Fest"	"TOP FEST"	463734683813501	-	TV Show	News and entertainment	-0.9554
2705	"mothersblog.gr"	"mothersblog.gr"	443713705655615	http://www.mothersblog.gr	News & Media Website	News and entertainment	-0.5909
2706	"La Z 107.5 FM"	""	-	-	Broadcasting & Media Production Company	News and entertainment	-0.7105
2707	"Streaming The Net"	"Streaming The Net"	234937915950	http://www.streamingthe.net	Entertainment Website	News and entertainment	-0.5122
2708	"Health Digest"	"Health Digest"	187938474672486	http://www.healthdigezt.com	Health & Wellness Website	-	-0.0960
2709	"Russia-1"	""	-	-	TV Network	News and entertainment	0.3336
2710	"KUSC"	""	-	-	Radio Station	News and entertainment	-0.8031
2711	"Twin Cities Live"	"Twin Cities Live"	53257384143	http://www.twincitieslive.com	TV Show	News and entertainment	0.1541
2712	"Tappara"	"Tappara"	169977576544438	-	Sports Team	Sports and outdoors	-0.0648
2713	"StartupDigest"	"StartupDigest"	142340019159566	https://www.startupdigest.com/	Website	Business and industry	-0.9134
2714	"Revista Selecciones M\u00e9xico"	"Revista Selecciones M\u00e9xico"	123960914302933	www.selecciones.com	Media/News Company	News and entertainment	-0.6527
2715	"PBS 106.7FM"	""	-	-	Radio Station	News and entertainment	-0.4545
2716	"Red Bull Brasil"	"Red Bull Brasil"	108604485824746	http://www.redbullbrasil.com.br	Sports Team	Sports and outdoors	-0.6143
2717	"Furo MTV"	"Furo MTV"	109286304118	http://www.mtv.com.br/furo	TV Show	News and entertainment	-1.0000
2718	"The X Factor"	"The X Factor"	79294403301	http://www.itv.com/xfactor	TV Show	News and entertainment	-0.1136
2719	"Emotional Atyachar"	"Emotional Atyachar"	405551399575757	-	TV Show	News and entertainment	-0.9890
2720	"Disclose.tv"	"Disclose.tv"	211482380627	http://www.disclose.tv	Media/News Company	Lifestyle and culture	-0.1622
2721	"Mixmag"	"Mixmag"	12120996025	http://www.mixmag.net	Magazine	News and entertainment	-1.1958
2722	"\u05d4\u05d9\u05d5\u05dd \u05e9\u05d4\u05d9\u05d4 \u05e2\u05dd \u05d2\u05d9\u05d0 \u05d6\u05d4\u05e8"	"\u05d4\u05d9\u05d5\u05dd \u05e9\u05d4\u05d9\u05d4 \u05e2\u05dd \u05d2\u05d9\u05d0 \u05d6\u05d4\u05e8"	486521720724	http://bit.ly/1SaXsuB	TV Show	News and entertainment	-0.9706
2723	"\u6ce2\u6ce2\u6c60"	"\u6ce2\u6ce2\u6c60"	85942381554	http://www.facebook.com/hkfootball.fans	Sports Team	Sports and outdoors	-1.0106
2724	"Taff (TV series)"	"Taff (TV series)"	109094715777008	-	TV Show	News and entertainment	-0.2778
2725	"Virginia Quarterly Review"	"Virginia Quarterly Review"	324977680895117	http://www.vqronline.org/	Magazine	News and entertainment	-1.5576
2726	"Generator Rex"	"Generator Rex"	386604998928	www.generator-rex.com	TV Show	News and entertainment	-0.7763
2727	"Bully Girl Magazine"	"Bully Girl Magazine"	265299000152217	http://www.bullygirlmagazine.com	Magazine	News and entertainment	-0.5523
2728	"Portugal national under-19 football team"	"Portugal national under-19 football team"	400077840159876	-	Sports Team	Sports and outdoors	-0.8483
2729	"Newcity"	"Newcity"	107418859354629	-	-	News and entertainment	-0.8023
2730	"Ve\u010dernje novosti"	"Ve\u010dernje novosti"	57961360883	-	Newspaper	News and entertainment	-0.5419
2731	"\u5eff\u56db\u5b5d\u7236\u6bcd - 24parent.com"	"\u5eff\u56db\u5b5d\u7236\u6bcd - 24parent.com"	492240124128693	http://www.ohpama.com/24parent	News & Media Website	News and entertainment	-0.7317
2732	"Fox Sports Networks"	"Fox Sports Networks"	1818482718476257	-	TV Network	News and entertainment	0.0909
2733	"\u015alub Na G\u0142owie"	"\u015alub Na G\u0142owie"	120946334658430	www.slubnaglowie.pl	Society & Culture Website	-	-0.8222
2734	"HOT 107 Edmonton"	"HOT 107 Edmonton"	187429224624678	http://www.hot107.ca	Radio Station	News and entertainment	-0.3522
2735	"SPIEGEL.TV"	"SPIEGEL.TV"	151090388297254	http://www.spiegel.tv	TV Show	News and entertainment	-0.8696
2736	"next star"	"Next Star"	639180079441850	http://a1.ro/next-star/	TV Show	News and entertainment	-0.7796
2737	"Toronto Blue Jays"	"Toronto Blue Jays"	34558408771	www.bluejays.com	Sports Team	Sports and outdoors	-0.1118
2738	"Gwinnett Braves"	"Gwinnett Braves"	124232100947284	gwinnettbraves.com	Sports Team	Sports and outdoors	1.0928
2739	"Human Milk 4 Human Babies Global Network"	"Human Milk 4 Human Babies Global Network"	180419095335971	http://www.hm4hb.net	Health & Wellness Website	Fitness and wellness	0.0505
2740	"Manisaspor"	"Manisaspor"	283949541746634	http://www.manisaspor.org.tr/	Sports Team	Sports and outdoors	-0.9286
2741	"Majic 102.1"	"Majic 102.1"	145000464718	www.myhoustonmajic.com	Arts & Entertainment	News and entertainment	-0.9919
2742	"ImagineFX magazine"	"ImagineFX magazine"	8362308817	www.imaginefx.com	Magazine	News and entertainment	-0.8627
2743	"Real Madrid Fans"	"Real Madrid Fans"	518117831638335	-	Recreation & Sports Website	-	-0.8182
2744	"102.1 the Edge"	"102.1 the Edge"	51570824279	-	Broadcasting & Media Production Company	News and entertainment	0.1448
2745	"Fantasy Football League"	"Fantasy Football League"	441056812590483	-	TV Show	Sports and outdoors	-0.0320
2746	"Sprout (TV network)"	""	-	-	TV Network	News and entertainment	-0.1006
2747	"Mob Wives"	"Mob Wives"	117933551615509	http://mobwives.vh1.com	TV Show	News and entertainment	-0.5808
2748	"Billboard"	"Billboard"	75791669580	-	-	Business and industry	0.2057
2749	"Club de Corredores"	"Club de Corredores"	140908819278437	www.clubdecorredores.com	Sports Team	Sports and outdoors	-0.7000
2750	"Saving Dinner"	"Saving Dinner"	79258169733	www.savingdinner.com	Health & Wellness Website	Fitness and wellness	0.6875
2751	"BBC Radio Cornwall"	"BBC Radio Cornwall"	127344490623047	http://www.bbc.co.uk/cornwall	Radio Station	News and entertainment	-0.1546
2752	"Viva Nicaragua (Canal 13)"	""	-	-	TV Network	News and entertainment	-0.8376
2753	"New Zealand's Got Talent"	""	-	-	TV Show	News and entertainment	-0.6250
2754	"GMA Network"	"GMA Network"	182187128474359	http://www.gmanetwork.com/	-	News and entertainment	-0.3480
2755	"Schurz Communications"	"Schurz Communications"	1729636903938066	-	Media/News Company	News and entertainment	0.0370
2756	"Ilta-Sanomat"	"Ilta-Sanomat"	48859861462	https://www.is.fi/	-	News and entertainment	-0.2706
2757	"Patricinha Esperta"	"Patricinha Esperta"	261020600587974	http://www.patricinhaesperta.com.br/	News & Media Website	News and entertainment	-0.7586
2758	"Pakistani Dramas Page"	"Pakistani Dramas Page"	119891698064789	http://www.twitter.com/PakDramasPage	Entertainment Website	News and entertainment	-0.9894
2759	"KidStyleFile"	"KidStyleFile"	73961665336	http://www.kidstylefile.com.au	News & Media Website	News and entertainment	-0.0641
2760	"New Mexico Lobos football"	""	-	-	Sports Team	Sports and outdoors	0.1731
2761	"GLAMOUR UK"	"GLAMOUR UK"	103165711773	www.glamourmagazine.co.uk	Magazine	News and entertainment	-0.6302
2762	"Emeril Live"	""	-	-	TV Show	News and entertainment	-0.0545
2763	"The Borneo Post"	"The Borneo Post"	101284839920712	-	-	News and entertainment	-0.9091
2764	"AFC Ajax (women)"	"AFC Ajax (women)"	291759154264814	-	Sports Team	Sports and outdoors	-0.6778
2765	"PowWows.com"	"PowWows.com"	6228167895	http://www.powwows.com	News & Media Website	Lifestyle and culture	0.0026
2766	"Westdeutsche Allgemeine Zeitung"	"Westdeutsche Allgemeine Zeitung"	157396607623565	-	-	News and entertainment	-0.6523
2767	"Garowe Online"	"Garowe Online"	544706998891527	-	-	Business and industry	-1.7361
2768	"The Invaders"	"The Invaders"	1785144258368265	-	TV Show	News and entertainment	-0.5803
2769	"Brain Magazine"	"Brain Magazine"	23776881561	www.brain-magazine.fr	News & Media Website	Lifestyle and culture	-1.6197
2770	"Rocko's Modern Life"	"Rocko's Modern Life"	27936144375	http://www.thesplat.com/social-wall/rockos-modern-life	TV Show	News and entertainment	-0.6650
2771	"New Orleans Zephyrs"	"New Orleans Zephyrs"	212810972070830	-	Sports Team	Sports and outdoors	0.4720
2772	"Penoza"	"Penoza"	152615904763055	http://penoza.nl/	TV Show	News and entertainment	-0.9310
2773	"Foreign Policy in Focus"	"Foreign Policy In Focus"	126648970682757	www.fpif.org	-	Business and industry	-1.5189
2774	"KXAS-TV"	"KXAS-TV"	1452682044944237	-	Broadcasting & Media Production Company	News and entertainment	0.5146
2775	"Al Bernameg"	""	-	-	TV Show	News and entertainment	-0.7320
2776	"WLFI-TV"	"Wlfi-Tv"	1707592619463972	-	TV Channel	News and entertainment	0.7285
2777	"Dinosaur Train"	"Dinosaur Train"	193445884102901	http://pbskids.org/dinosaurtrain/	TV Show	News and entertainment	-0.3125
2778	"Free Hour \u0633\u0627\u0639\u0629 \u062d\u0631\u0629"	"Free Hour \u0633\u0627\u0639\u0629 \u062d\u0631\u0629"	171214742923439	http://www.alhurra.com/	TV Show	News and entertainment	-0.7146
2779	"Dziennik Wschodni"	"Dziennik Wschodni"	310891710659	http://www.dziennikwschodni.pl	Media/News Company	Travel, places and events	-0.3438
2780	"Braehead Clan"	"Braehead Clan"	125473100811080	-	Sports Team	Sports and outdoors	0.2167
2781	"WORD-FM"	"WORD-FM"	109302322428585	-	Radio Station	News and entertainment	0.9659
2782	"Eesti Ekspress"	"Eesti Ekspress"	159041996650	http://www.ekspress.ee	Newspaper	News and entertainment	-1.5000
2783	"Four Weddings"	"Four Weddings"	699106763471162	http://tlc.com/fourweddings	TV Show	News and entertainment	-0.0744
2784	"radio nova"	"Radio Nova"	275841586842	-	-	News and entertainment	-1.0000
2785	"Leeza"	"LeeZa"	288951124912793	-	TV Show	News and entertainment	-0.1891
2786	"EkhonKolkata"	"EkhonKolkata"	328781887215889	http://www.ekhonkolkata.com	Newspaper	News and entertainment	-1.0536
2787	"Florida Gators women's basketball"	"Florida Gators Women's Basketball"	271395369635907	http://www.floridagators.com/index.aspx?path=basketball-women	Sports Team	Sports and outdoors	0.3882
2788	"UFC 87"	"UFC 87"	648043981994780	-	TV Show	News and entertainment	-0.1626
2789	"Gallimard Jeunesse"	"Gallimard Jeunesse"	168427413186598	www.gallimard-jeunesse.fr	Publisher	Business and industry	-1.4173
2790	"Western Horse Review"	"Western Horse Review"	178276713247	www.westernhorsereview.com	Magazine	News and entertainment	1.0800
2791	"Spectrum (magazine)"	""	-	-	Magazine	News and entertainment	-0.0533
2792	"America's Conservative Voice"	"America's Conservative Voice"	120391046383	http://www.rockit.news	News & Media Website	News and entertainment	1.6871
2793	"Nightly Business Report"	"Nightly Business Report"	1678004735773769	-	TV Show	News and entertainment	-0.4799
2794	"Talking Points Memo"	"Talking Points Memo"	98658495398	www.talkingpointsmemo.com	Website	News and entertainment	-1.1776
2795	"Beintehaa"	"Beintehaa"	1471216999809036	http://Fb.com/RahatCreationz	Media	News and entertainment	-0.9811
2796	"Women's Pro Rodeo Today"	"Women's Pro Rodeo Today"	202361230264	http://wprt.tv/	TV Show	News and entertainment	1.3694
2797	"The Face (U.S. TV series)"	""	-	-	TV Show	News and entertainment	-0.3190
2798	"KBCO"	"KBCO"	66510657544	http://www.kbco.com	Radio Station	News and entertainment	-0.4173
2799	"Family Circle"	"Family Circle"	707597389327625	-	Magazine	News and entertainment	0.2795
2800	"Twoja twarz brzmi znajomo"	"Twoja twarz brzmi znajomo"	396525223817160	http://www.twojatwarzbrzmiznajomo.polsat.pl	TV Show	News and entertainment	-0.5730
2801	"Obsessed (TV series)"	""	-	-	TV Show	News and entertainment	-0.5805
2802	"Mat\u00edas Fern\u00e1ndez"	"Mat\u00edas Fern\u00e1ndez"	1781680292066092	-	Sports Team	People	-0.5887
2803	"rock radio"	"Rock Radio"	82608051075	http://www.rockradio.pl	Radio Station	News and entertainment	-0.1384
2804	"Surf Girl"	"Surf Girl"	893819907451415	-	Magazine	News and entertainment	-0.1453
2805	"Eurotuner Magazine"	"Eurotuner Magazine"	21889446204	www.eurotuner.com	Magazine	News and entertainment	-0.0484
2806	"NUVO"	"NUVO"	121535547938169	-	Musician/Band	News and entertainment	-0.8181
2807	"94.1 WJJO"	"94.1 WJJO"	22721409290	http://wjjo.com	Radio Station	News and entertainment	0.1503
2808	"CareerBuilder"	"CareerBuilder"	1455627787843709	-	Website	Business and industry	-0.4375
2809	"101.1 WJRR - The Rock Station"	"101.1 WJRR - The Rock Station"	95042302971	http://www.wjrr.com/	Radio Station	News and entertainment	0.3369
2810	"WAGA-TV"	"WAGA-TV"	111868828830650	-	Broadcasting & Media Production Company	News and entertainment	0.0468
2811	"AlterNet"	"AlterNet"	17108852506	-	Website	News and entertainment	-1.1749
2812	"SourceForge"	"SourceForge"	58630788977	https://sourceforge.net	Website	Business and industry	-0.4108
2813	"Green Kitchen Stories"	"Green Kitchen Stories"	137536246312707	http://www.greenkitchenstories.com	Health & Wellness Website	Fitness and wellness	-0.7291
2814	"MTV Philippines"	""	-	-	TV Network	News and entertainment	-1.0000
2815	"Imagination Movers (TV series)"	""	-	-	TV Show	News and entertainment	0.0198
2816	"KUOW Public Radio"	"KUOW Public Radio"	6758258138	http://kuow.org	Broadcasting & Media Production Company	News and entertainment	-1.5973
2817	"TuBeb\u00e9"	"TuBeb\u00e9"	130865616933838	http://www.vmetv.com/shows/tubebe	TV Show	News and entertainment	-0.7820
2818	"SuperTed"	"Superted"	247537225420420	-	TV Show	News and entertainment	-0.4375
2819	"Freshly Inked Magazine"	"Freshly Inked Magazine"	163010000377111	http://www.inkedmag.com	Magazine	News and entertainment	-0.2533
2820	"Milwaukee Journal Sentinel"	"Milwaukee Journal Sentinel"	16511263815	http://www.jsonline.com	Newspaper	News and entertainment	0.0124
2821	"Los Angeles Sparks"	"Los Angeles Sparks"	41353875498	http://LASparks.com	Sports Team	Sports and outdoors	-0.4388
2822	"NK Maribor"	"NK Maribor"	12849274125	-	Sports Team	Sports and outdoors	-0.1515
2823	"ORF (broadcaster)"	"ORF (broadcaster)"	107940535907359	-	Media/News Company	News and entertainment	-0.2540
2824	"Q2 News"	"Q2 News"	31651194981	http://www.ktvq.com	TV Channel	News and entertainment	0.7606
2825	"WBAY-TV"	"Wbay-TV"	472911386210447	-	TV Channel	News and entertainment	0.4934
2826	"The Frontier Post"	"The Frontier Post"	125681824173980	http://www.thefrontierpost.com	Newspaper	News and entertainment	-1.0000
2827	"Florida Gators baseball"	"Florida Gators Baseball"	349941218525211	http://www.floridagators.com/index.aspx?path=baseball&	Sports Team	Sports and outdoors	0.7901
2828	"Music magazine"	""	-	-	Magazine	News and entertainment	-0.3224
2829	"Anfield Online"	"Anfield Online"	327662488935	http://www.anfield-online.co.uk	News & Media Website	News and entertainment	-0.8235
2830	"Mission Hill"	"Mission Hill"	17330247545	-	Sports Team	News and entertainment	-0.5600
2831	"NPC News Online"	"NPC News Online"	441071812628849	www.NPCNewsOnline.com	Website	Business and industry	0.2154
2832	"Vogue Espa\u00f1a"	"Vogue Espa\u00f1a"	98367118441	www.vogue.es	Magazine	News and entertainment	-0.8448
2833	"Espa\u00f1a PODEMOS !"	"Espa\u00f1a PODEMOS !"	123040664400532	http://apps.facebook.com/espanapodemos/	Sports Team	Sports and outdoors	-0.8000
2834	"Acreage Life"	"Acreage Life"	238402772324	http://www.acreagelife.com	Magazine	News and entertainment	1.3401
2835	"WXIN"	""	-	-	TV Channel	News and entertainment	0.3769
2836	"2BR"	"2BR"	198181181515	http://www.2br.co.uk	Radio Station	News and entertainment	0.0090
2837	"KRON-TV"	""	-	-	TV Channel	News and entertainment	-0.8397
2838	"Rugby World"	"Rugby World"	1607971989452657	-	Magazine	News and entertainment	-0.0834
2839	"Oklahoma City Energy FC"	"Oklahoma City Energy FC"	1076513619114796	-	Sports Team	Sports and outdoors	0.4915
2840	"Christianity Today"	"Christianity Today"	16865030420	http://www.christianitytoday.com	Magazine	News and entertainment	1.0705
2841	"maariv lanoar - \u05de\u05e2\u05e8\u05d9\u05d1 \u05dc\u05e0\u05d5\u05e2\u05e8"	"maariv lanoar - \u05de\u05e2\u05e8\u05d9\u05d1 \u05dc\u05e0\u05d5\u05e2\u05e8"	77875485559	http://www.mako.co.il/maariv-lanoar	Magazine	-	-0.8500
2842	"The New Republic"	"The New Republic"	161419311535	-	Magazine	News and entertainment	1.1162
2843	"B.Z. (newspaper)"	""	-	-	Newspaper	News and entertainment	-0.3750
2844	"Our Generation"	"Our Generation"	1591811761040256	-	Magazine	News and entertainment	0.4787
2845	"Practical Caravan"	"Practical Caravan"	176662603394	https://www.practicalcaravan.com	Publisher	News and entertainment	0.1176
2846	"Minnesota Golden Gophers"	"Minnesota Golden Gophers"	111396695621066	-	Sports Team	Sports and outdoors	0.1885
2847	"Radamel Falcao"	"Radamel Falcao"	153248238147567	-	Sports Team	People	-0.8949
2848	"Engadget \u4e2d\u6587\u7248"	"Engadget \u4e2d\u6587\u7248"	161283787297006	http://chinese.engadget.com/	News & Media Website	News and entertainment	-0.8957
2849	"Evene"	"Evene"	262896699682	http://evene.lefigaro.fr	Website	News and entertainment	-0.7273
2850	"Vreme"	"Vreme"	1260217524066333	http://vreme.com.ar/	Magazine	News and entertainment	-0.8233
2851	"Anthology Magazine"	"Anthology Magazine"	127221323993293	-	Magazine	News and entertainment	-0.4428
2852	"Dallas Cowboys Pro Shop"	"Dallas Cowboys Pro Shop"	209623109085981	http://Shop.DallasCowboys.com	Sports Team	Sports and outdoors	-0.0226
2853	"Radio Reloj"	"Radio Reloj"	223519854416949	-	Radio Station	News and entertainment	-0.9568
2854	"Atletico Bucaramanga"	"Atletico Bucaramanga"	17842173486	http://www.twitter.com/atlbmanga	Sports Team	Sports and outdoors	-0.8845
2855	"Bicycling (magazine)"	""	-	-	Magazine	News and entertainment	0.0550
2856	"Mississippi State Bulldogs"	"Mississippi State Bulldogs"	120850601284550	-	Sports Team	Sports and outdoors	1.1774
2857	"Juicy!"	""	-	-	TV Show	News and entertainment	-0.6875
2858	"Idol Puerto Rico"	""	-	-	TV Show	News and entertainment	-0.9971
2859	"The Lucy Show"	"The Lucy Show"	120400444686721	http://www.facebook.com/cbshomeentertainment	TV Show	News and entertainment	0.1339
2860	"Napa Valley Register"	"Napa Valley Register"	68636818138	napavalleyregister.com	Newspaper	News and entertainment	-0.6026
2861	"Kim Possible"	"Kim Possible"	456957587648193	http://disneychannel.disney.com/kim-possible	TV Show	News and entertainment	-0.4730
2862	"Nail Art Club"	"Nail Art Club"	169869999721698	-	Entertainment Website	News and entertainment	-0.7194
2863	"Basta de Todo"	"Basta de Todo"	137518009733819	http://basta.metro951.com	Radio Station	News and entertainment	-1.0732
2864	"Bloodshot Records"	"Bloodshot Records"	19297863192	www.bloodshotrecords.com	Arts & Entertainment	News and entertainment	-0.8642
2865	"Jamaica Gleaner"	"Jamaica Gleaner"	116087685213012	-	Newspaper	News and entertainment	-1.4923
2866	"NCAA March Madness (CBS/Turner)"	""	-	-	TV Show	News and entertainment	0.1889
2867	"SOUNDCITY"	"SOUNDCITY"	41506893301	http://www.soundcity.tv	TV Channel	News and entertainment	-1.6273
2868	"The Best Thing I Ever Ate"	"The Best Thing I Ever Ate"	114929591893	http://blog.foodnetwork.com/the-best-thing-i-ever-ate/	TV Show	News and entertainment	-0.3122
2869	"KSDS"	"KSDS"	1498711323766118	-	Radio Station	News and entertainment	-1.2473
2870	"Bunte"	""	-	-	Magazine	News and entertainment	-0.0118
2871	"Periodismo Humano"	"Periodismo Humano"	137323703256	http://www.periodismohumano.com	Media/News Company	News and entertainment	-1.1333
2872	"FRONTLINE"	"FRONTLINE"	45168721640	http://www.pbs.org/wgbh/frontline	TV Show	News and entertainment	-0.8528
2873	"arabam.com"	"arabam.com"	308889516065	http://www.arabam.com	Website	Business and industry	-1.0000
2874	"Tageblatt"	"Tageblatt"	124910447379	http://www.tageblatt.lu	Newspaper	News and entertainment	0.2241
2875	"American Guns"	"American Guns"	179782072108711	-	TV Show	News and entertainment	1.0880
2876	"Deadman Wonderland"	"Deadman Wonderland"	128806467255484	http://dwl.jp/	TV Show	News and entertainment	-0.7848
2877	"WAMU"	"Wamu"	1189424644439887	http://pin.reco-industries.com	Broadcasting & Media Production Company	News and entertainment	-1.3153
2878	"C.F. Monterrey"	"C.F. Monterrey"	698994610211034	-	Sports Team	Sports and outdoors	-0.7121
2879	"Kamayut Media"	"Kamayut Media"	491405410876660	http://www.kamayutmedia.com	Broadcasting & Media Production Company	News and entertainment	-0.5576
2880	"RT\u00c9 News on Two"	""	-	-	TV Show	News and entertainment	0.0000
2881	"BT"	"BT"	7470710094	www.btmusic.com	Artist	News and entertainment	-0.8567
2882	"CarDomain.Com"	"CarDomain.Com"	6299899676	www.cardomain.com	Computers & Internet Website	Technology	-0.1907
2883	"Fox 8 News"	"Fox 8 News"	74758790293	www.Fox8.com	TV Channel	News and entertainment	0.0513
2884	"O Jogo"	"O JOGO"	203200596365747	-	Newspaper	News and entertainment	-0.7602
